,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude,year,decade,PrimaryCaretaker
526,255306,Planning Code 138.1 required,Olea europaea :: Olive Tree,1163 Shotwell St,1.0,Sidewalk: Curb side : Cutout,Private,2018-05-08 00:00:00,3,3x6,37.74984217,-122.4148497,2018,2010 - 2019,Private
528,82263,Permitted Site,Pyrus calleryana 'Chanticleer' :: Ornamental Pear Tree 'Chanticleer',850 South Van Ness Ave,1.0,Sidewalk: Curb side : Cutout,Private,2011-12-23 00:00:00,5,4x4,37.75954483,-122.4170374,2011,2010 - 2019,Private
540,45683,DPW Maintained,Ligustrum lucidum :: Glossy Privet,107 Bernard St,1.0,Sidewalk: Curb side : Cutout,Private,2001-09-19 00:00:00,4,,37.79625956,-122.4153283,2001,2000 - 2009,Private
544,39524,DPW Maintained,Melaleuca quinquenervia :: Cajeput,1330 16th St,3.0,Sidewalk: Curb side : Cutout,Private,1998-12-28 00:00:00,10,,37.76630904,-122.4001582,1998,1990 - 1999,Private
546,43519,DPW Maintained,Prunus cerasifera :: Cherry Plum,534 Broderick St,1.0,Sidewalk: Curb side : Cutout,Private,2000-07-19 00:00:00,5,,37.77529897,-122.4395004,2000,2000 - 2009,Private
548,51292,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,178 Delta St,1.0,Sidewalk: Curb side : Cutout,Private,2004-08-26 00:00:00,4,,37.71616097,-122.4082335,2004,2000 - 2009,Private
549,63559,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3655 Lawton St,1.0,Sidewalk: Curb side : Cutout,Private,1987-04-27 00:00:00,7,,37.75676603,-122.5022953,1987,1980 - 1989,Private
550,97763,DPW Maintained,Prunus cerasifera :: Cherry Plum,115 Commonwealth Ave,1.0,Sidewalk: Curb side : Cutout,Private,2011-11-08 00:00:00,1,,37.78356468,-122.4557769,2011,2010 - 2019,Private
555,20175,DPW Maintained,Pittosporum undulatum :: Victorian Box,1200X Steiner St,4.0,Sidewalk: Curb side : Cutout,DPW,1991-01-02 00:00:00,6,3X3,37.7807144,-122.4337918,1991,1990 - 1999,DPW
559,60371,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1443 Palou Ave,1.0,Sidewalk: Curb side : Cutout,Private,1982-10-26 00:00:00,9,3x3,37.73225439,-122.3880436,1982,1980 - 1989,Private
568,2782,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,410 Cabrillo St,4.0,Sidewalk: Curb side : Cutout,DPW,2011-06-22 00:00:00,3,3x3,37.77548159,-122.4631878,2011,2010 - 2019,DPW
573,190562,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,1748 Alameda St,1.0,Sidewalk: Curb side : Cutout,Private,2017-11-03 00:00:00,3,Width 3ft,37.76869733,-122.403221,2017,2010 - 2019,Private
576,37261,Permitted Site,Ceanothus 'Ray Hartman' :: California Lilac 'Ray Hartman',801X Church St,1.0,Sidewalk: Curb side : Cutout,Private,1998-06-12 00:00:00,3,3x3,37.7603813,-122.3840185,1998,1990 - 1999,Private
579,31387,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1314 Ulloa St,1.0,Sidewalk: Curb side : Cutout,Private,1995-04-21 00:00:00,12,3x3,37.74147654,-122.4705383,1995,1990 - 1999,Private
585,1956,Permitted Site,Melaleuca quinquenervia :: Cajeput,28 Bertha Ln,1.0,Sidewalk: Curb side : Cutout,Private,1995-08-17 00:00:00,12,3X3,37.73364252,-122.3815241,1995,1990 - 1999,Private
590,21914,DPW Maintained,Lophostemon confertus :: Brisbane Box,2190 03rd St,4.0,Sidewalk: Curb side : Cutout,DPW,2017-10-10 12:13:00,3,3X3,37.76215959,-122.3888532,2017,2010 - 2019,DPW
592,68534,DPW Maintained,Melaleuca styphelliodes :: Paperbark Tree,783 06th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1993-10-18 00:00:00,11,,37.77404149,-122.4638548,1993,1990 - 1999,Private
599,52724,DPW Maintained,Ceratonia siliqua :: Carob,160@ HOWARD Spear St,1.0,Sidewalk: Curb side : Cutout,Private,2006-04-18 00:00:00,7,,37.79177256,-122.393248,2006,2000 - 2009,Private
600,29321,DPW Maintained,Lophostemon confertus :: Brisbane Box,1250X Portola Dr,10.0,Median : Cutout,DPW,2005-10-14 00:00:00,3,3X3,37.74005199,-122.4632537,2005,2000 - 2009,DPW
602,11222,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1050X Ingalls St,8.0,Sidewalk: Curb side : Cutout,Private,2015-12-22 00:00:00,3,3X4,37.73286112,-122.3796919,2015,2010 - 2019,Private
604,86611,DPW Maintained,Acer rubrum 'Red Sunset' :: Red Swamp Maple,1102 Bryant St,1.0,Sidewalk: Curb side : Cutout,DPW,2007-04-13 00:00:00,3,3x3,37.77129741,-122.4086213,2007,2000 - 2009,DPW
607,91651,DPW Maintained,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,1245 South Van Ness Ave,4.0,Sidewalk: Curb side : Cutout,DPW,2007-03-01 00:00:00,5,3x3,37.75325079,-122.4162776,2007,2000 - 2009,DPW
608,38052,DPW Maintained,Arbutus unedo :: Strawberry Tree,2721 Bush St,2.0,Sidewalk: Curb side : Cutout,Private,1998-07-10 00:00:00,11,,37.78582729,-122.4422075,1998,1990 - 1999,Private
631,50236,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1450 32nd Ave,1.0,Sidewalk: Curb side : Cutout,Private,2003-08-27 00:00:00,5,,37.76012011,-122.4907854,2003,2000 - 2009,Private
633,93481,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1514 Jerrold Ave,1.0,Sidewalk: Curb side : Cutout,Private,2010-08-11 00:00:00,1,3x3,37.73805455,-122.3879314,2010,2010 - 2019,Private
634,51921,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',101 Walnut St,1.0,Sidewalk: Curb side : Cutout,Private,2005-07-20 00:00:00,8,,37.79047913,-122.4492422,2005,2000 - 2009,Private
635,90542,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,632 Cabrillo St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-02-14 00:00:00,4,3x3,37.77535813,-122.4653295,2008,2000 - 2009,DPW
638,9861,Permitted Site,Pyrus calleryana :: Ornamental Pear,1350X Gough St,3.0,Sidewalk: Curb side : Cutout,Private,2009-12-29 00:00:00,3,4X4,37.78578432,-122.4246889,2009,2000 - 2009,Private
640,85869,DPW Maintained,Ulmus parvifolia 'Drake' :: Drake's Chinese Elm,2270 Folsom St,5.0,Sidewalk: Curb side : Cutout,DPW,2007-05-22 00:00:00,3,3x3,37.76204688,-122.4150629,2007,2000 - 2009,DPW
642,50001,Permitted Site,Palm (unknown Genus) :: Palm Spp,1101X 19th St,4.0,Sidewalk: Curb side : Cutout,Private,2003-07-25 00:00:00,12,3x3,37.76141633,-122.3934961,2003,2000 - 2009,Private
644,29273,DPW Maintained,Lophostemon confertus :: Brisbane Box,300X Portola Dr,17.0,Median : Cutout,DPW,2005-10-14 00:00:00,3,3X3,37.74666796,-122.4469037,2005,2000 - 2009,DPW
646,90937,DPW Maintained,Dracaena draco :: Dragon Tree,4100X Balboa St,2.0,Sidewalk: Curb side : Cutout,DPW,2008-11-11 00:00:00,3,3x3,37.77553511,-122.5029084,2008,2000 - 2009,DPW
647,43667,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,335 12th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2000-07-25 00:00:00,3,,37.78186896,-122.4708721,2000,2000 - 2009,Private
649,38849,DPW Maintained,Pittosporum undulatum :: Victorian Box,1567 20th Ave,2.0,Sidewalk: Curb side : Cutout,Private,1998-11-02 00:00:00,7,,37.75852933,-122.4779354,1998,1990 - 1999,Private
657,2120,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1100X Bosworth St,9.0,Sidewalk: Curb side : Cutout,DPW,2005-07-06 00:00:00,3,3X3,37.73462174,-122.4388132,2005,2000 - 2009,DPW
661,265132,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',582 Minna St,4.0,Sidewalk: Curb side : Cutout,Private,2021-01-11 00:00:00,3,Width 3ft,37.77900403,-122.4101882,2021,2020 - 2029,Private
673,17750,DPW Maintained,Lophostemon confertus :: Brisbane Box,1661 Pine St,2.0,Sidewalk: Curb side : Cutout,Private,2000-01-20 00:00:00,4,3X3,37.7891686,-122.4234991,2000,2000 - 2009,Private
674,42734,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2155 Bay Shore Blvd,6.0,Sidewalk: Curb side : Cutout,Private,2000-06-26 00:00:00,24,,37.71273501,-122.4007401,2000,2000 - 2009,Private
675,264722,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1301 16th St,9.0,Sidewalk: Curb side : Cutout,Private,2020-09-17 00:00:00,3,,37.7658429,-122.4002422,2020,2020 - 2029,Private
677,90187,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,1826 Balboa St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-02-26 00:00:00,3,3x3,37.77664953,-122.4785567,2008,2000 - 2009,DPW
686,37548,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',952 Sutter St,1.0,Sidewalk: Curb side : Cutout,Private,1998-06-22 00:00:00,13,,37.78834369,-122.4160206,1998,1990 - 1999,Private
687,9479,Permitted Site,Maytenus boaria :: Mayten,800X Golden Gate Ave,35.0,Sidewalk: Curb side : Cutout,Rec/Park,1998-04-28 00:00:00,3,3X3,37.78066684,-122.4238433,1998,1990 - 1999,Others
688,95931,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,691 27th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2011-07-29 00:00:00,2,3x3,37.77638849,-122.4866995,2011,2010 - 2019,Private
689,29621,DPW Maintained,Pittosporum tenuifolium :: Tawhiwhi Pittosporum,900X Junipero Serra Blvd,30.0,Median : Cutout,DPW,2013-03-09 00:00:00,3,3X3,37.72056391,-122.4726276,2013,2010 - 2019,DPW
703,28341,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3119 Mission St,3.0,Sidewalk: Curb side : Cutout,DPW,2004-01-12 00:00:00,6,3X3,37.74755461,-122.4184944,2004,2000 - 2009,DPW
706,66091,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1034 Filbert St,1.0,Sidewalk: Curb side : Cutout,Private,1990-08-08 00:00:00,14,,37.8005368,-122.4165516,1990,1990 - 1999,Private
711,14988,DPW Maintained,Quercus suber :: Cork Oak,500 Mendell St,4.0,Sidewalk: Curb side : Cutout,DPW,2013-04-11 00:00:00,3,3x3,37.7400007,-122.3856708,2013,2010 - 2019,DPW
722,88161,DPW Maintained,Pyrus calleryana :: Ornamental Pear,361 Clementina St,3.0,Sidewalk: Curb side : Cutout,Private,2008-07-08 00:00:00,3,3x3,37.78140686,-122.4029601,2008,2000 - 2009,Private
724,27836,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,900X The Embarcadero,9.0,Sidewalk: Curb side : Cutout,Port,2000-12-20 00:00:00,24,,37.80288457,-122.4006465,2000,2000 - 2009,Others
730,7715,DPW Maintained,Lophostemon confertus :: Brisbane Box,101X Franklin St,3.0,Sidewalk: Curb side : Cutout,DPW,2005-02-15 00:00:00,7,3X3,37.77523536,-122.4210481,2005,2000 - 2009,DPW
731,110033,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',206 Lisbon St,1.0,Sidewalk: Curb side : Cutout,Private,2015-03-19 00:00:00,3,3x3,37.72499974,-122.4314389,2015,2010 - 2019,Private
744,46092,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,100 19th Ave,2.0,Sidewalk: Curb side : Cutout,Private,2001-12-10 00:00:00,2,,37.78579691,-122.478625,2001,2000 - 2009,Private
749,51123,DPW Maintained,Koelreuteria paniculata :: Golden Rain Tree,420@  6TH ST Berry St,2.0,Sidewalk: Curb side : Cutout,Private,2004-07-27 00:00:00,10,,37.77162403,-122.3987245,2004,2000 - 2009,Private
756,2724,Permitted Site,Pittosporum undulatum :: Victorian Box,2205X Bush St,3.0,Sidewalk: Curb side : Cutout,Private,1992-05-12 00:00:00,12,3x3,37.78693847,-122.433559,1992,1990 - 1999,Private
765,37383,Permitted Site,Leptospermum scoparium 'Ruby Glow' :: New Zealand Ruby Glow Tea Tree,755 Morse St,17.0,Sidewalk: Property side : Cutout,Private,1998-06-15 00:00:00,3,3x3,37.71055643,-122.4473251,1998,1990 - 1999,Private
773,169719,DPW Maintained,Agonis flexuosa 'After Dark' :: Peppermint willow 'After Dark',163 Laidley St,1.0,Sidewalk: Curb side : Cutout,Private,2018-06-05 00:00:00,3,Width 3ft,37.73920347,-122.4285018,2018,2010 - 2019,Private
790,83533,DPW Maintained,Lagunaria patersonii :: Primrose Tree,242 Lisbon St,1.0,Sidewalk: Curb side : Cutout,Private,2012-12-29 00:00:00,5,3x3,37.72444662,-122.4318527,2012,2010 - 2019,Private
792,27922,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,100 The Embarcadero,16.0,Sidewalk: Curb side : Cutout,Port,2001-02-01 00:00:00,12,3X3,37.78063781,-122.3889473,2001,2000 - 2009,Others
794,24947,DPW Maintained,Acer x freemanii :: Freeman Maple,3055 San Bruno Ave,1.0,Sidewalk: Curb side : Cutout,Private,1996-03-15 00:00:00,3,3X3,37.72303388,-122.4015908,1996,1990 - 1999,Private
796,25349,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,40X Geneva Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2003-03-18 00:00:00,3,3X3,37.72253177,-122.4515453,2003,2000 - 2009,DPW
797,17034,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1160X Oak St,3.0,Sidewalk: Curb side : Cutout,DPW,2014-09-30 13:41:00,3,,37.77307325,-122.4384448,2014,2010 - 2019,DPW
799,27055,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1045 Silver Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2005-03-21 00:00:00,3,2X3,37.7292434,-122.4153641,2005,2000 - 2009,DPW
804,89567,DPW Maintained,Cordyline australis :: Dracena Palm,4949X Anza St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-03-27 00:00:00,3,3x3,37.77735577,-122.501182,2008,2000 - 2009,DPW
809,63575,DPW Maintained,Pittosporum undulatum :: Victorian Box,1335 Filbert St,1.0,Sidewalk: Curb side : Cutout,Private,1987-04-30 00:00:00,9,,37.79974906,-122.4215562,1987,1980 - 1989,Private
810,52390,Permitted Site,Prunus cerasifera :: Cherry Plum,99X Park St,2.0,Sidewalk: Curb side : Cutout,Private,2005-12-14 00:00:00,5,3x3,37.73687737,-122.4240941,2005,2000 - 2009,Private
818,6821,Permitted Site,Hymenosporum flavum :: Sweet Shade,1450X Fairfax Ave,2.0,Sidewalk: Curb side : Cutout,Fire Dept,2000-12-19 00:00:00,3,3X3,37.74083447,-122.3861797,2000,2000 - 2009,Others
823,40822,DPW Maintained,Prunus cerasifera :: Cherry Plum,695 05th St,3.0,Sidewalk: Curb side : Cutout,Private,1999-08-26 00:00:00,3,3x3,37.77560444,-122.3973872,1999,1990 - 1999,Private
825,48879,DPW Maintained,Bambusa spp :: Bamboo Species,508 (Revised) Missouri St,2.0,Sidewalk: Curb side : Cutout,Private,2002-11-19 00:00:00,18,,37.75967614,-122.3963089,2002,2000 - 2009,Private
830,65528,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1406 Polk St,1.0,Sidewalk: Curb side : Cutout,Private,1990-02-20 00:00:00,3,,37.78980257,-122.4204439,1990,1990 - 1999,Private
833,9168,DPW Maintained,Olea europaea :: Olive Tree,6039 Geary Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,2012-11-14 00:00:00,3,3X3,37.77990438,-122.4843601,2012,2010 - 2019,DPW
837,26852,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,1201 Guerrero St,2.0,Sidewalk: Curb side : Cutout,DPW,2016-07-19 05:13:00,3,2X2,37.75181744,-122.4227446,2016,2010 - 2019,DPW
839,25926,DPW Maintained,Melaleuca quinquenervia :: Cajeput,1900 Oakdale Ave,7.0,Sidewalk: Curb side : Cutout,Private,1997-07-01 00:00:00,14,3x3,37.73816969,-122.3964667,1997,1990 - 1999,Private
841,95591,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2925 Lincoln Way,2.0,Sidewalk: Curb side : Cutout,Private,2011-03-01 00:00:00,2,3x3,37.76481632,-122.489484,2011,2010 - 2019,Private
846,262152,Private,Lagunaria patersonii :: Primrose Tree,1295 47th Ave,3.0,Sidewalk: Curb side : Cutout,Private,2020-05-11 00:00:00,3,3x3,37.76236296,-122.5072083,2020,2020 - 2029,Private
848,24434,Permitted Site,Melaleuca quinquenervia :: Cajeput,99X Peter Yorke Way,2.0,Sidewalk: Curb side : Cutout,Private,2002-04-29 00:00:00,3,3X3,37.78645014,-122.4233015,2002,2000 - 2009,Private
853,104038,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,881 Shotwell St,1.0,Sidewalk: Curb side : Cutout,Private,2014-12-19 00:00:00,3,3x3,37.75435143,-122.4152118,2014,2010 - 2019,Private
855,60308,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1748 Grove St,1.0,Sidewalk: Curb side : Cutout,Private,1982-10-07 00:00:00,9,,37.77504909,-122.4454422,1982,1980 - 1989,Private
857,260400,Private,Tristaniopsis laurina :: Swamp Myrtle,190 Parker Ave,4.0,Sidewalk: Curb side : Cutout,Private,2019-08-21 00:00:00,3,,37.78186647,-122.4541596,2019,2010 - 2019,Private
860,65934,DPW Maintained,Ligustrum lucidum :: Glossy Privet,150 Palm Ave,1.0,Sidewalk: Curb side : Cutout,Private,1990-05-31 00:00:00,7,,37.78267647,-122.4577259,1990,1990 - 1999,Private
861,86277,DPW Maintained,Melaleuca quinquenervia :: Cajeput,1390 25th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2006-12-12 00:00:00,3,3x3,37.76161397,-122.4833634,2006,2000 - 2009,DPW
867,29335,DPW Maintained,Lophostemon confertus :: Brisbane Box,1500X Portola Dr,1.0,Median : Cutout,DPW,2006-01-16 00:00:00,3,3X3,37.73667874,-122.4693298,2006,2000 - 2009,DPW
877,265841,Section 806 (d),Ginkgo biloba :: Maidenhair Tree,480 Warren Dr,6.0,Sidewalk: Curb side : Cutout,Private,2021-06-30 00:00:00,3,3x3,37.75842124,-122.4624035,2021,2020 - 2029,Private
880,45509,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2929 25th Ave,3.0,Sidewalk: Curb side : Cutout,Private,2001-07-20 00:00:00,3,,37.73381042,-122.4811566,2001,2000 - 2009,Private
885,22633,DPW Maintained,Melaleuca quinquenervia :: Cajeput,1171 Turk St,2.0,Sidewalk: Curb side : Cutout,DPW,1990-12-12 00:00:00,10,3X3,37.78086976,-122.428338,1990,1990 - 1999,DPW
891,89728,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1453 Anza St,3.0,Sidewalk: Curb side : Cutout,DPW,2008-02-08 00:00:00,3,3x3,37.77905844,-122.4636374,2008,2000 - 2009,DPW
892,10760,DPW Maintained,Quercus suber :: Cork Oak,1120X Hudson Ave,30.0,Sidewalk: Curb side : Cutout,DPW,2007-03-10 00:00:00,3,3X4,37.73252507,-122.3804241,2007,2000 - 2009,DPW
893,265469,DPW Maintained,Aesculus californica :: California Buckeye,700x Mansell St,9.0,Median : Cutout,DPW,2021-06-04 00:00:00,3,Width 0ft,37.71969378,-122.4082091,2021,2020 - 2029,DPW
894,42633,DPW Maintained,Tristania conferta ::,1651 Union St,1.0,Sidewalk: Curb side : Cutout,SFUSD,2016-06-22 14:56:00,3,5x5,37.79815054,-122.4266093,2016,2010 - 2019,Others
895,87749,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',301 14th Ave,6.0,Sidewalk: Curb side : Cutout,Private,2008-05-27 00:00:00,3,3x3,37.78213565,-122.4730342,2008,2000 - 2009,Private
896,88184,Permitted Site,Olea europaea 'Wilsonii' :: Wilson Olive Semi-fruitless,489 Clementina St,,Sidewalk: Curb side : Cutout,Private,2011-08-29 00:00:00,1,3x3,37.7790648,-122.4058102,2011,2010 - 2019,Private
906,24691,DPW Maintained,Melaleuca spp :: Melaleuca spp,7049X Geary Blvd,1.0,Sidewalk: Curb side : Cutout,Private,2001-06-28 00:00:00,5,3X3,37.77949191,-122.4952221,2001,2000 - 2009,Private
907,100131,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,155 05th St,3.0,Sidewalk: Curb side : Cutout,Private,2012-10-02 00:00:00,3,3x3,37.78198244,-122.405412,2012,2010 - 2019,Private
920,26028,Permitted Site,Phoenix canariensis :: Canary Island Date Palm,599X The Embarcadero,4.0,Median : Cutout,Port,2000-12-01 00:00:00,36,4X4,37.8008488,-122.3992317,2000,2000 - 2009,Others
936,21777,Permitted Site,Ceratonia siliqua :: Carob,2500X Taylor St,2.0,Sidewalk: Curb side : Cutout,Private,1992-12-15 00:00:00,3,3x3,37.80545598,-122.4151618,1992,1990 - 1999,Private
937,63395,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,345 Taylor St,1.0,Sidewalk: Curb side : Cutout,Private,1987-02-18 00:00:00,6,,37.78564369,-122.411357,1987,1980 - 1989,Private
946,115438,Permitted Site,Olea europaea 'Fruitless' :: Fruitless Olive,2500X Larkin St,4.0,Sidewalk: Curb side : Cutout,Private,2016-02-01 00:00:00,3,,37.80087045,-122.4210009,2016,2010 - 2019,Private
951,62223,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,101 Capistrano Ave,1.0,Sidewalk: Curb side : Cutout,Private,2010-04-19 00:00:00,3,,37.72892718,-122.4372143,2010,2010 - 2019,Private
955,164229,Section 806 (d),Lophostemon confertus :: Brisbane Box,2401 17th Ave,2.0,Sidewalk: Curb side : Cutout,Private,2020-08-12 00:00:00,3,3x3,37.74282422,-122.4736131,2020,2020 - 2029,Private
959,22431,Permitted Site,Lophostemon confertus :: Brisbane Box,5945 03rd St,2.0,Sidewalk: Curb side : Cutout,Private,2008-01-18 00:00:00,3,3X3,37.72396111,-122.394868,2008,2000 - 2009,Private
960,85616,DPW Maintained,Pyrus kawakamii :: Evergreen Pear,1258 Quesada Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2007-03-30 00:00:00,3,3x3,37.72875388,-122.3831887,2007,2000 - 2009,DPW
963,253496,Planning Code 138.1 required,Trachycarpus fortunei :: Windmill Palm,1x Gordon St,14.0,Sidewalk: Curb side : Cutout,Private,2017-09-12 00:00:00,3,3x3,37.77369248,-122.4096587,2017,2010 - 2019,Private
969,2695,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2111 Bush St,1.0,Sidewalk: Curb side : Cutout,DPW,2003-11-17 00:00:00,3,3x3,37.7872832,-122.431948,2003,2000 - 2009,DPW
975,67949,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',650 23rd Ave,1.0,Sidewalk: Curb side : Cutout,Private,1993-03-22 00:00:00,10,,37.77541192,-122.4821757,1993,1990 - 1999,Private
985,60881,DPW Maintained,Maytenus boaria :: Mayten,1944 Mason St,1.0,Sidewalk: Curb side : Cutout,Private,1983-05-12 00:00:00,10,3x3,37.80152202,-122.4126935,1983,1980 - 1989,Private
988,90420,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,170 Duboce Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2008-02-22 00:00:00,3,3x3,37.76982832,-122.4239387,2008,2000 - 2009,DPW
993,160555,DPW Maintained,Zelkova serrata :: Sawleaf Zelkova,500 France Ave,3.0,Sidewalk: Curb side : Cutout,Private,2017-10-18 15:28:00,3,Width 0ft,37.71795401,-122.4341293,2017,2010 - 2019,Private
998,52614,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,230@ AVILA Cervantes Blvd,1.0,Sidewalk: Curb side : Cutout,Private,2006-04-18 00:00:00,10,,37.80523249,-122.441243,2006,2000 - 2009,Private
1004,28920,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,310 07th St,1.0,Sidewalk: Curb side : Cutout,Private,2006-02-11 00:00:00,3,3x3,37.7763267,-122.4074736,2006,2000 - 2009,Private
1009,53295,Permitted Site,Prunus cerasifera :: Cherry Plum,4109 23rd St,1.0,Sidewalk: Curb side : Cutout,Private,2011-05-26 00:00:00,6,3x3,37.75280601,-122.4344694,2011,2010 - 2019,Private
